ID,present,WC_alt,WC_bio1,WC_bio2,ER_climaticMoistureIndex,ER_topoWet,lon,lat
1945,1,478,24.700000762939453,10.199999809265137,-0.41999998688697815,12.579999923706055,37.249706,-7.017985
1946,1,489,24.5,9.399999618530273,-0.3799999952316284,12.510000228881836,37.107067,-7.221563
1947,1,508,24.299999237060547,9.100000381469727,-0.3499999940395355,12.220000267028809,37.089034,-7.250308
1948,1,508,24.299999237060547,9.100000381469727,-0.3499999940395355,12.220000267028809,37.166029,-7.266518
1949,1,548,24,8.800000190734863,-0.2800000011920929,11.859999656677246,37.067886,-7.33509
1950,1,508,24.299999237060547,9.100000381469727,-0.3499999940395355,12.220000267028809,37.130691,-7.323567
1951,1,508,24.299999237060547,9.100000381469727,-0.3499999940395355,12.220000267028809,37.11561,-7.320774
1952,1,508,24.299999237060547,9.100000381469727,-0.3499999940395355,12.220000267028809,37.119546,-7.300082
1953,1,548,24,8.800000190734863,-0.2800000011920929,11.859999656677246,37.02289,-7.339727
1954,1,1193,20.299999237060547,17.799999237060547,-0.8799999952316284,13.789999961853027,18.025578,-24.572147
1955,1,1070,18.100000381469727,17.100000381469727,-0.7699999809265137,12.390000343322754,24.202797,-29.003331
1956,1,1218,17.200000762939453,16.899999618530273,-0.7599999904632568,12.050000190734863,24.289423,-29.167676
1957,1,829,24.399999618530273,12.100000381469727,-0.33000001311302185,11.579999923706055,31.80895,2.093848
1958,1,581,20.899999618530273,17.700000762939453,-0.9300000071525574,10.739999771118164,20.031389,-28.436296
1959,1,972,19.700000762939453,18.899999618530273,-0.8799999952316284,14.579999923706055,20.111536,-25.806026
1960,1,912,19.299999237060547,16.200000762939453,-0.9300000071525574,11.279999732971191,15.808645,-23.711341
1961,1,909,22.600000381469727,15.100000381469727,-0.6800000071525574,12.6899995803833,26.397295,-18.63189
1962,1,1037,18.299999237060547,14.399999618530273,-0.49000000953674316,9.5,30.272149,-24.756663
1963,1,1173,22.5,16.899999618530273,-0.6100000143051147,10.300000190734863,37.554968,0.33651
1964,1,1173,22.5,16.899999618530273,-0.6100000143051147,10.300000190734863,37.522167,0.333803
1965,1,445,22.799999237060547,13.699999809265137,-0.6499999761581421,12.930000305175781,31.581523,-21.805018
1966,1,1625,19.100000381469727,16.100000381469727,-0.5199999809265137,9.390000343322754,37.264446,0.375308
1967,1,585,20.899999618530273,12.899999618530273,-0.5199999809265137,11.210000038146973,31.236897,-25.095895
1968,1,139,21.100000381469727,10.600000381469727,-0.3400000035762787,10.8100004196167,31.86914,-28.340154
1969,1,252,28.899999618530273,14,-0.7699999809265137,13.020000457763672,2.62678,13.336084
1970,1,1112,22.600000381469727,16.799999237060547,-0.7699999809265137,14.5600004196167,16.534344,-19.06214
1971,1,628,25.299999237060547,12,-0.4699999988079071,12.289999961853027,31.385678,2.267839
1972,1,1105,22.399999618530273,17.100000381469727,-0.7799999713897705,14.100000381469727,16.174979,-19.089431
1973,1,970,21.899999618530273,12.699999809265137,-0.8600000143051147,10.989999771118164,14.126554,-19.437366
1974,1,1617,19.100000381469727,12.5,-0.550000011920929,12.069999694824219,36.845698,-1.394818
1975,1,153,26.100000381469727,10.399999618530273,-0.4399999976158142,12.119999885559082,38.608551,-6.049345
1976,1,1935,16.799999237060547,15.699999809265137,-0.6100000143051147,10.539999961853027,36.387471,-0.627616
1977,1,472,20,15.600000381469727,-0.9800000190734863,12.59000015258789,15.029297,-23.286764
1978,1,1406,18.399999618530273,13.5,-0.5,12.640000343322754,30.929154,-17.939316
1979,1,49,21.299999237060547,9.5,-0.2199999988079071,12.5,32.359612,-28.203808
1980,1,506,18.799999237060547,10,-0.23000000417232513,9.899999618530273,30.735029,-29.994392
1981,1,1140,21.5,11.899999618530273,-0.5699999928474426,12.329999923706055,36.03047,-4.259657
1982,1,430,21.600000381469727,13.100000381469727,-0.6200000047683716,12.489999771118164,31.455297,-24.519302
1983,1,9,27.200000762939453,10.199999809265137,-0.4699999988079071,12.850000381469727,38.770559,-6.140595
1984,1,153,26.100000381469727,10.399999618530273,-0.4399999976158142,12.119999885559082,38.609959,-6.057125
1985,1,1620,17.899999618530273,10.899999618530273,-0.25,9.079999923706055,36.655077,-3.253651
1986,1,223,25.600000381469727,10.399999618530273,-0.4099999964237213,11.489999771118164,38.611918,-6.149094
1987,1,9,27.200000762939453,10.199999809265137,-0.4699999988079071,12.850000381469727,38.773656,-6.101221
1988,1,153,26.100000381469727,10.399999618530273,-0.4399999976158142,12.119999885559082,38.656985,-6.03489
1989,1,9,27.200000762939453,10.199999809265137,-0.4699999988079071,12.850000381469727,38.790719,-6.165816
1990,1,1569,19.399999618530273,16.5,-0.7699999809265137,12.170000076293945,17.331963,-20.422991
1991,1,1090,22.899999618530273,16.200000762939453,-0.7599999904632568,13.8100004196167,16.940081,-18.812515
1992,1,1542,19.100000381469727,17.299999237060547,-0.7699999809265137,11.819999694824219,16.459087,-21.026365
1993,1,1213,12.600000381469727,14.5,-0.6899999976158142,7.820000171661377,21.913585,-33.40794
1994,1,1090,22.899999618530273,16.200000762939453,-0.7599999904632568,13.8100004196167,16.923908,-18.823764
1995,1,1003,19.799999237060547,18.799999237060547,-0.8799999952316284,14.600000381469727,19.988549,-25.568418
1996,1,736,24.899999618530273,12,-0.36000001430511475,12.229999542236328,31.603286,2.237396
1997,1,736,24.899999618530273,12,-0.36000001430511475,12.229999542236328,31.636338,2.233944
1998,1,968,22.200000762939453,11.699999809265137,-0.5799999833106995,12.649999618530273,35.817768,-3.868195
1999,1,345,22.399999618530273,13.699999809265137,-0.6899999976158142,12.5600004196167,31.464521,-23.982397
2000,1,1285,20.299999237060547,12.199999809265137,-0.4699999988079071,13.100000381469727,28.250928,-15.478907
2001,1,57,21.899999618530273,11.600000381469727,-0.49000000953674316,11.739999771118164,32.299274,-27.747856
2002,1,1089,22.799999237060547,16.5,-0.7599999904632568,14.539999961853027,16.721891,-18.84239
2003,1,955,22.200000762939453,15.800000190734863,-0.7400000095367432,15.020000457763672,23.415007,-19.247087
2004,1,936,22.899999618530273,15.800000190734863,-0.6600000262260437,14.279999732971191,25.104502,-17.81551
2005,1,1822,17.399999618530273,16.600000381469727,-0.6100000143051147,12.539999961853027,36.613808,0.302979
