name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,lifeStage,occurrenceRemarks,networkKeys,sex,establishmentMeans,continent,institutionKey,associatedOccurrences,institutionID,dynamicProperties,county,identificationVerificationStatus,eventRemarks,language,type,preparations,locationAccordingTo,locationRemarks,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,locality,otherCatalogNumbers,organismID,previousIdentifications,identificationQualifier,samplingProtocol,accessRights,higherClassification,collectionID,georeferenceSources,taxonConceptID,associatedSequences,verbatimCoordinateSystem
"Panthera uncia (Schreber, 1775)",67.410004,38.779999,gass84,gbif,3349331148,"Panthera uncia (Schreber, 1775)",d8cd16ba-bb74-4420-821e-083f2bac17c2,ada9d123-ddb4-467d-8891-806ea8d94230,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2021-11-22T15:29:19.146+00:00,2021-12-02T15:33:45.176+00:00,1,fbca90e3-8aed-48b1-84e3-369afbd000ce,MATERIAL_SAMPLE,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,NA,NA,NA,2018,6,23,2018-06-23,NA,2021-12-02T15:33:45.176+00:00,https://www.ebi.ac.uk/ena/browser/view/MT007542,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,UZ,Uzbekistan,NA,MT007542,NA,NA,NA,NA,NA,NA,3349331148,MT007542,ASV:4cf395591e57bbc3f7d13274a7294058,NA,Oromov B.,NA,NA,NA,NA,NA,"Panthera uncia clone 46 large subunit ribosomal RNA gene, partial sequence; mitochondrial.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kashkadaryo region, Gissar reserve",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:29064,https://www.ebi.ac.uk/ena/browser/api/embl/MT007542,NA
"Panthera uncia (Schreber, 1775)",78.595837,41.844746,cdround,gbif,1899792122,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:40:10.612+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2018-08-28T05:51:51,27723,Ysyk-Köl,2018,8,20,2018-08-20,2021-02-09T01:22:02.000+00:00,2021-12-08T06:40:10.612+00:00,https://www.inaturalist.org/observations/15968040,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,KG,Kyrgyzstan,Oliver Barker,15968040,oebarker,Coordinate uncertainty increased to 27723m at the request of the observer,2018/08/20 6:14 PM PDT,iNaturalist research-grade observations,Observations,"Djety-Oguz, KG-YK, KG",1899792122,https://www.inaturalist.org/observations/15968040,74831,15968040,Oliver Barker,iNaturalist,01:14:00Z,Oliver Barker,34355830,NA,Tracks observed in riverside sand at 3400m elevation.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",78.550667,41.97148,cdround,gbif,2283133621,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:58:31.105+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2019-07-03T04:52:00,27723,Ysyk-Köl,2018,8,13,2018-08-13,2021-11-05T02:43:55.000+00:00,2021-12-08T04:58:31.105+00:00,https://www.inaturalist.org/observations/28102407,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,KG,Kyrgyzstan,Oliver Barker,28102407,oebarker,Coordinate uncertainty increased to 27723m at the request of the observer,2018/08/13 12:42 PM PDT,iNaturalist research-grade observations,Observations,"Djety-Oguz, KG-YK, KG",2283133621,https://www.inaturalist.org/observations/28102407,74831,28102407,Oliver Barker,iNaturalist,19:42:00Z,Oliver Barker,61183327,Juvenile,"While investigating snow leopard kill sites, we (@otocolobus) encountered two ~5 week old cubs at a secondary den site. Cubs were well hidden in a rock hollow beneath an overhanging Lonicera shrub. Wonderful to stumble upon concrete signs of successful reproduction springing from Kyrgyzstan's continued commitment to meaningful snow leopard conservation.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",92.686861,47.497704,cdround,gbif,1914326277,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:58:04.535+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2018-09-29T06:25:11,26839,Hovd,2018,9,17,2018-09-17,2021-02-09T01:20:42.000+00:00,2021-12-08T04:58:04.535+00:00,https://www.inaturalist.org/observations/17020161,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,MN,Mongolia,pfaucher,17020161,pfaucher,Coordinate uncertainty increased to 26839m to protect threatened taxon,2018/09/17 9:46 AM EDT,iNaturalist research-grade observations,Observations,"Mankhan, MN-HD, MN",1914326277,https://www.inaturalist.org/observations/17020161,74831,17020161,pfaucher,iNaturalist,13:46:00Z,pfaucher,36476131,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",92.724567,47.531958,cdround,gbif,2557747822,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:59:19.380+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2020-01-10T22:02:08,26839,Hovd,2018,9,5,2018-09-05,2021-08-03T09:10:29.000+00:00,2021-12-08T04:59:19.380+00:00,https://www.inaturalist.org/observations/37466836,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,MN,Mongolia,Attila Steiner,37466836,attila21,Coordinate uncertainty increased to 26839m to protect threatened taxon,2018/09/05 11:01 AM CEST,iNaturalist research-grade observations,Observations,"Hovd, MN",2557747822,https://www.inaturalist.org/observations/37466836,74831,37466836,Attila Steiner,iNaturalist,09:01:00Z,Attila Steiner,83199950,Adult,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",67.440002,38.790001,gass84,gbif,3349223294,"Panthera uncia (Schreber, 1775)",d8cd16ba-bb74-4420-821e-083f2bac17c2,ada9d123-ddb4-467d-8891-806ea8d94230,fb5e4c2a-579c-434b-a446-3a665dd732ad,GB,DWC_ARCHIVE,2021-11-22T15:29:19.146+00:00,2021-12-02T15:34:19.934+00:00,1,fbca90e3-8aed-48b1-84e3-369afbd000ce,MATERIAL_SAMPLE,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,NA,NA,NA,2018,9,14,2018-09-14,NA,2021-12-02T15:34:19.934+00:00,https://www.ebi.ac.uk/ena/browser/view/MT007543,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,UZ,Uzbekistan,NA,MT007543,NA,NA,NA,NA,NA,NA,3349223294,MT007543,ASV:4d034a7d56a8eeed9008c449bd7562ba,NA,"Paltsin M., Gritsina M.",NA,NA,NA,NA,NA,"Panthera uncia clone 47 large subunit ribosomal RNA gene, partial sequence; mitochondrial.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kashkadaryo region, Gissar reserve",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ebi.ac.uk/ena/browser/view/Taxon:29064,https://www.ebi.ac.uk/ena/browser/api/embl/MT007543,NA
"Panthera uncia (Schreber, 1775)",-106.663485,35.078382,"gass84,colmano,inmafu",gbif,3125634349,"Panthera uncia (Schreber, 1775)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:30.366+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2021-05-02T00:00:00,500,New Mexico,2018,12,4,2018-12-04,2021-11-19T13:33:10.518+00:00,2021-12-22T01:02:30.366+00:00,http://arctos.database.museum/guid/MSB:Mamm:334887,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:334887?seid=5066518,NA,NA,12/4/18,NA,http://arctos.database.museum/collection/MSB:Mamm,"Albuquerque BioPark Zoo, Albuquerque",3125634349,http://arctos.database.museum/guid/MSB:Mamm:334887?seid=5066518,NA,MSB:Mamm:334887,"Collector(s): ABQ BioPark; Preparator(s): Museum of Southwestern Biology, Division of Genomic Resources",MSB,2018-12-04,ABQ BioPark,NA,NA,NA,,MALE,MANAGED,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,(same individual as) GAN LCP18-00281,MSB,sex=male;numeric age=2 years,Bernalillo County,relationship,Birth location: Tanganyika Wildlife Park,en,PhysicalObject,serum,Serina S. Brady,RIO GRAND,2021-05-02 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Serina S. Brady,not recorded,accepted,338,"Albuquerque BioPark Zoo, Albuquerque","Albuquerque Biopark Zoo Local ID=M18019, GAN=LCP18-00281, other identifier=Dash",http://arctos.database.museum/guid/MSB:Mamm:334887,"[{""scientific_name"":""Panthera uncia"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2021-05-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""ABQ BioPark"",""concept_label"":null}]",A,blood sample,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Felidae, Panthera,",14,Google Earth,NA,NA,NA
"Panthera uncia (Schreber, 1775)",-106.663485,35.078382,"gass84,colmano,inmafu",gbif,3125635352,"Panthera uncia (Schreber, 1775)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:30.638+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2021-05-02T00:00:00,500,New Mexico,2018,12,4,2018-12-04,2021-10-26T17:43:57.919+00:00,2021-12-22T01:02:30.638+00:00,http://arctos.database.museum/guid/MSB:Mamm:334886,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:334886?seid=5066517,NA,NA,12/4/18,NA,http://arctos.database.museum/collection/MSB:Mamm,"Albuquerque BioPark Zoo, Albuquerque",3125635352,http://arctos.database.museum/guid/MSB:Mamm:334886?seid=5066517,NA,MSB:Mamm:334886,"Collector(s): ABQ BioPark; Preparator(s): Museum of Southwestern Biology, Division of Genomic Resources",MSB,2018-12-04,ABQ BioPark,NA,NA,NA,,MALE,MANAGED,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,(same individual as) GAN LCP18-00281,MSB,sex=male;numeric age=2 years,Bernalillo County,relationship,Birth location: Tanganyika Wildlife Park,en,PhysicalObject,blood,Serina S. Brady,RIO GRAND,2021-05-02 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Serina S. Brady,not recorded,accepted,338,"Albuquerque BioPark Zoo, Albuquerque","Albuquerque Biopark Zoo Local ID=M18019, GAN=LCP18-00281, other identifier=Dash",http://arctos.database.museum/guid/MSB:Mamm:334886,"[{""scientific_name"":""Panthera uncia"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2021-05-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""ABQ BioPark"",""concept_label"":null}]",A,blood sample,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Felidae, Panthera,",14,Google Earth,NA,NA,NA
"Panthera uncia (Schreber, 1775)",-106.663485,35.078382,"gass84,colmano,inmafu",gbif,3125629344,"Panthera uncia (Schreber, 1775)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:30.095+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2021-05-02T00:00:00,500,New Mexico,2017,1,23,2017-01-23,2021-10-26T17:43:57.919+00:00,2021-12-22T01:02:30.095+00:00,http://arctos.database.museum/guid/MSB:Mamm:334938,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:334938?seid=5066569,NA,NA,1/23/2017,NA,http://arctos.database.museum/collection/MSB:Mamm,"Albuquerque BioPark Zoo, Albuquerque",3125629344,http://arctos.database.museum/guid/MSB:Mamm:334938?seid=5066569,NA,MSB:Mamm:334938,"Collector(s): ABQ BioPark; Preparator(s): Museum of Southwestern Biology, Division of Genomic Resources",MSB,2017-01-23,ABQ BioPark,NA,NA,NA,,FEMALE,MANAGED,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,(same individual as) GAN 8199615,MSB,sex=female;weight=27.28 kg;age=15 Years 23 Days;numeric age=15 years,Bernalillo County,relationship,Birth location: Idaho Falls Zoo at Tautphaus Park,en,PhysicalObject,blood,Serina S. Brady,RIO GRAND,2021-05-02 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Serina S. Brady,not recorded,accepted,23,"Albuquerque BioPark Zoo, Albuquerque","Albuquerque Biopark Zoo Local ID=M03009, GAN=8199615, other identifier=Kachina",http://arctos.database.museum/guid/MSB:Mamm:334938,"[{""scientific_name"":""Panthera uncia"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2021-05-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""ABQ BioPark"",""concept_label"":null}]",A,blood sample,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Felidae, Panthera,",14,Google Earth,NA,NA,NA
"Panthera uncia (Schreber, 1775)",-106.663485,35.078382,"gass84,colmano,inmafu",gbif,3125645347,"Panthera uncia (Schreber, 1775)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:45.645+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2021-05-02T00:00:00,500,New Mexico,2017,1,27,2017-01-27,2021-11-19T13:33:10.518+00:00,2021-12-22T01:02:45.645+00:00,http://arctos.database.museum/guid/MSB:Mamm:334883,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:334883?seid=5066514,NA,NA,1/27/2017,NA,http://arctos.database.museum/collection/MSB:Mamm,"Albuquerque BioPark Zoo, Albuquerque",3125645347,http://arctos.database.museum/guid/MSB:Mamm:334883?seid=5066514,NA,MSB:Mamm:334883,"Collector(s): ABQ BioPark; Preparator(s): Museum of Southwestern Biology, Division of Genomic Resources",MSB,2017-01-27,ABQ BioPark,NA,NA,NA,,FEMALE,MANAGED,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,(same individual as) GAN 8199615,MSB,sex=female;weight=27.28 kg;age=15 Years 23 Days;numeric age=15 years,Bernalillo County,relationship,Birth location: Idaho Falls Zoo at Tautphaus Park,en,PhysicalObject,serum,Serina S. Brady,RIO GRAND,2021-05-02 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Serina S. Brady,not recorded,accepted,27,"Albuquerque BioPark Zoo, Albuquerque","Albuquerque Biopark Zoo Local ID=M03009, GAN=8199615, other identifier=Kachina",http://arctos.database.museum/guid/MSB:Mamm:334883,"[{""scientific_name"":""Panthera uncia"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2021-05-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""ABQ BioPark"",""concept_label"":null}]",A,blood sample,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Felidae, Panthera,",14,Google Earth,NA,NA,NA
"Panthera uncia (Schreber, 1775)",78.045016,33.568672,cdround,gbif,1837744031,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:57:49.189+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2018-03-31T12:37:30,133224,Jammu and Kashmir,2017,3,31,2017-03-31,2021-03-01T00:06:10.000+00:00,2021-12-08T04:57:49.189+00:00,https://www.inaturalist.org/observations/10524326,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,IN,India,cnarraway,10524326,cnarraway,Coordinate uncertainty increased to 133224m to protect threatened taxon,2017/03/31 4:30 PM UTC,iNaturalist research-grade observations,Observations,"Leh (Ladakh), IN-JK, IN",1837744031,https://www.inaturalist.org/observations/10524326,74831,10524326,cnarraway,iNaturalist,NA,cnarraway,23386328,NA,Lobzang Visuddha Wildlife and Bird Club of Ladakh,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",78.143443,33.556577,cdround,gbif,1837743910,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T04:57:51.120+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2018-03-31T12:37:29,133224,Jammu and Kashmir,2017,5,24,2017-05-24,2021-03-01T00:06:16.000+00:00,2021-12-08T04:57:51.120+00:00,https://www.inaturalist.org/observations/10524325,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,IN,India,cnarraway,10524325,cnarraway,Coordinate uncertainty increased to 133224m to protect threatened taxon,2017/05/24 1:41 PM UTC,iNaturalist research-grade observations,Observations,"Leh (Ladakh), IN-JK, IN",1837743910,https://www.inaturalist.org/observations/10524325,74831,10524325,cnarraway,iNaturalist,NA,cnarraway,23386327,NA,Lobzang Visuddha Wildlife and Bird Club of Ladakh,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",92.459874,47.545276,cdround,gbif,2557749108,"Panthera uncia (Schreber, 1775)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:54:24.892+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2020-01-10T22:04:14,26839,Hovd,2017,6,25,2017-06-25,2021-02-09T01:20:51.000+00:00,2021-12-08T05:54:24.892+00:00,https://www.inaturalist.org/observations/37466898,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,MN,Mongolia,Attila Steiner,37466898,attila21,Coordinate uncertainty increased to 26839m to protect threatened taxon,2017/06/25 3:32 AM CEST,iNaturalist research-grade observations,Observations,"Mankhan, MN-HD, MN",2557749108,https://www.inaturalist.org/observations/37466898,74831,37466898,Attila Steiner,iNaturalist,01:32:00Z,Attila Steiner,83200133,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthera uncia (Schreber, 1775)",-106.663485,35.078382,"gass84,colmano,inmafu",gbif,3125629314,"Panthera uncia (Schreber, 1775)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:30.093+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5787213,1,44,359,732,9703,2435237,2435238,2435238,"Uncia uncia (Schreber, 1775)",Animalia,Chordata,Carnivora,Felidae,Uncia,Uncia uncia,Panthera,uncia,SPECIES,SYNONYM,VU,2021-05-02T00:00:00,500,New Mexico,2017,6,8,2017-06-08,2021-10-26T17:43:57.919+00:00,2021-12-22T01:02:30.093+00:00,http://arctos.database.museum/guid/MSB:Mamm:334662,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:334662?seid=5066293,NA,NA,6/8/2017,NA,http://arctos.database.museum/collection/MSB:Mamm,"Albuquerque BioPark Zoo, Albuquerque",3125629314,http://arctos.database.museum/guid/MSB:Mamm:334662?seid=5066293,NA,MSB:Mamm:334662,"Collector(s): ABQ BioPark; Preparator(s): Museum of Southwestern Biology, Division of Genomic Resources",MSB,2017-06-08,ABQ BioPark,NA,NA,NA,,FEMALE,MANAGED,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,(same individual as) GAN 8199615,MSB,sex=female;weight=27.28 kg;age=15 Years 23 Days;numeric age=15 years,Bernalillo County,relationship,Birth location: Idaho Falls Zoo at Tautphaus Park,en,PhysicalObject,blood,Serina S. Brady,RIO GRAND,2021-05-02 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Serina S. Brady,not recorded,accepted,159,"Albuquerque BioPark Zoo, Albuquerque","Albuquerque Biopark Zoo Local ID=M03009, GAN=8199615, other identifier=Kachina",http://arctos.database.museum/guid/MSB:Mamm:334662,"[{""scientific_name"":""Panthera uncia"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2021-05-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""ABQ BioPark"",""concept_label"":null}]",A,blood sample,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Felidae, Panthera,",14,Google Earth,NA,NA,NA
